Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History,Data Notes
CPDEUM,Germany Consumer Price Index Inflation Rate,Consumer Price Indices,Germany Deutschemark (Euro from 01/01/1999),Germany,,,,,,,Index Number,Units,Stock,none,Annual From Dec 1820 To Dec 1869<BR>Monthly From Jan 1870 To Jan 2019<BR>,"Sources: B. R. Mitchell, European Historical Statistics, 1750-1975, New York: Facts on File, 1980 (1820-1912), Richard Calwer, Monatliche Ubersichten uber Lebensmittelpreise, Berlin, (1913-1919), League of Nations (1920-1945); Bayerischen Statistician Landesamt, Bayern in Zahlen, Munchen: Bayerisches Statistisches Landesamt (1945-1948) Bundesamt, Wirtschaft und Statistik (1948-) Notes: Data are annual for 1820 to 1869.  Germany's official CPI began in February 1920, but prior to that a consumer price index calculated by Gielen is used. Also available is an index of the average level of foodstuff prices in 200 German cities is available (in CPDEUCFM).  See Richard Calwer, Monatliche Ubersichten uber Lebensmittelpreise, Berlin, 1913ff., as cited in Gerhard Bry, Wages in Germany 1871-1945, Princeton, 1960) 440-445. The base is July 1914 = 100.   Prices stabilized in December 1923, and a new series in gold Reichsmark was introduced.  The series are allowed to overlap for comparison.  The official German CPI series continued until February 1945 when it was halted.  The data for March 1945 through June 1948 is from Munich where a CPI index used the old 1913/14=100 gold marks base.  In July 1948 the Bundesamt once again began calculating an official CPI Index for the entire country, and this index is used currently.   Data are disseminated on the CPI, a Laspeyres price index (2000=100) which covers all population groups and all regions of the Federal Republic of Germany.The index is updated by collecting a sample of approximately 350,000 prices for approximately 750 commodities, collected from approximately 40,000 retail outlets in 190 municipalities throughout Germany. The prices are collected in the middle of the month.  The weights used in the index are based on surveys of household expenditure on goods and services, and are revised at five-yearly intervals. The next price base year of the index will be 2005. ne consumer price index is computed for Germany overall. In addition, consumer price indices are available for many federal states. Since January 1997, price changes are also measured monthly by the HICP (Harmonized Index of Consumer Prices) which is computed for European purposes.",,Split adjusted.
Date,Ticker,Open,High,Low,Close
12/31/1820,CPDEUM,,,,4.06302261E-11
12/31/1821,CPDEUM,,,,3.51125812E-11
12/31/1822,CPDEUM,,,,3.51125812E-11
12/31/1823,CPDEUM,,,,3.70186649E-11
12/31/1824,CPDEUM,,,,2.76887598E-11
12/31/1825,CPDEUM,,,,2.67858926E-11
12/31/1826,CPDEUM,,,,3.04977106E-11
12/31/1827,CPDEUM,,,,3.60154483E-11
12/31/1828,CPDEUM,,,,3.70186649E-11
12/31/1829,CPDEUM,,,,3.70186649E-11
12/31/1830,CPDEUM,,,,3.9727359E-11
12/31/1831,CPDEUM,,,,4.62482206E-11
12/31/1832,CPDEUM,,,,4.34392697E-11
12/31/1833,CPDEUM,,,,4.06302261E-11
12/31/1834,CPDEUM,,,,3.42096213E-11
12/31/1835,CPDEUM,,,,3.51125812E-11
12/31/1836,CPDEUM,,,,3.42096213E-11
12/31/1837,CPDEUM,,,,3.51125812E-11
12/31/1838,CPDEUM,,,,4.06302261E-11
12/31/1839,CPDEUM,,,,4.25363099E-11
12/31/1840,CPDEUM,,,,4.16334427E-11
12/31/1841,CPDEUM,,,,3.9727359E-11
12/31/1842,CPDEUM,,,,4.34392697E-11
12/31/1843,CPDEUM,,,,4.5245004E-11
12/31/1844,CPDEUM,,,,4.06302261E-11
12/31/1845,CPDEUM,,,,4.5245004E-11
12/31/1846,CPDEUM,,,,5.54777762E-11
12/31/1847,CPDEUM,,,,6.56102918E-11
12/31/1848,CPDEUM,,,,4.34392697E-11
12/31/1849,CPDEUM,,,,3.7921532E-11
12/31/1850,CPDEUM,,,,3.70186649E-11
12/31/1851,CPDEUM,,,,4.34392697E-11
12/31/1852,CPDEUM,,,,5.08629984E-11
12/31/1853,CPDEUM,,,,5.63807361E-11
12/31/1854,CPDEUM,,,,6.75163755E-11
12/31/1855,CPDEUM,,,,7.21311533E-11
12/31/1856,CPDEUM,,,,7.02250696E-11
12/31/1857,CPDEUM,,,,5.72836032E-11
12/31/1858,CPDEUM,,,,5.45749091E-11
12/31/1859,CPDEUM,,,,5.45749091E-11
12/31/1860,CPDEUM,,,,5.81864704E-11
12/31/1861,CPDEUM,,,,6.09955139E-11
12/31/1862,CPDEUM,,,,6.09955139E-11
12/31/1863,CPDEUM,,,,5.54777762E-11
12/31/1864,CPDEUM,,,,6.09955139E-11
12/31/1865,CPDEUM,,,,5.35716925E-11
12/31/1866,CPDEUM,,,,5.81864704E-11
12/31/1867,CPDEUM,,,,7.02250696E-11
12/31/1868,CPDEUM,,,,7.02250696E-11
12/31/1869,CPDEUM,,,,6.38044648E-11
01/31/1870,CPDEUM,,,,6.38044648E-11
02/28/1870,CPDEUM,,,,6.38044648E-11
03/31/1870,CPDEUM,,,,6.38044648E-11
04/30/1870,CPDEUM,,,,6.38044648E-11
05/31/1870,CPDEUM,,,,6.38044648E-11
06/30/1870,CPDEUM,,,,6.4406469E-11
07/31/1870,CPDEUM,,,,6.4406469E-11
08/31/1870,CPDEUM,,,,6.4406469E-11
09/30/1870,CPDEUM,,,,6.50083804E-11
10/31/1870,CPDEUM,,,,6.50083804E-11
11/30/1870,CPDEUM,,,,6.50083804E-11
12/31/1870,CPDEUM,,,,6.61119465E-11
01/31/1871,CPDEUM,,,,6.61119465E-11
02/28/1871,CPDEUM,,,,6.61119465E-11
03/31/1871,CPDEUM,,,,6.79176807E-11
04/30/1871,CPDEUM,,,,6.79176807E-11
05/31/1871,CPDEUM,,,,6.79176807E-11
06/30/1871,CPDEUM,,,,6.97235077E-11
07/31/1871,CPDEUM,,,,6.97235077E-11
08/31/1871,CPDEUM,,,,6.97235077E-11
09/30/1871,CPDEUM,,,,7.14289852E-11
10/31/1871,CPDEUM,,,,7.14289852E-11
11/30/1871,CPDEUM,,,,7.14289852E-11
12/31/1871,CPDEUM,,,,7.20308966E-11
01/31/1872,CPDEUM,,,,7.20308966E-11
02/29/1872,CPDEUM,,,,7.20308966E-11
03/31/1872,CPDEUM,,,,7.2632808E-11
04/30/1872,CPDEUM,,,,7.2632808E-11
05/31/1872,CPDEUM,,,,7.2632808E-11
06/30/1872,CPDEUM,,,,7.2632808E-11
07/31/1872,CPDEUM,,,,7.2632808E-11
08/31/1872,CPDEUM,,,,7.2632808E-11
09/30/1872,CPDEUM,,,,7.2632808E-11
10/31/1872,CPDEUM,,,,7.2632808E-11
11/30/1872,CPDEUM,,,,7.2632808E-11
12/31/1872,CPDEUM,,,,7.2632808E-11
01/31/1873,CPDEUM,,,,7.4438635E-11
02/28/1873,CPDEUM,,,,7.49401969E-11
03/31/1873,CPDEUM,,,,7.61440198E-11
04/30/1873,CPDEUM,,,,7.91536696E-11
05/31/1873,CPDEUM,,,,8.02572357E-11
06/30/1873,CPDEUM,,,,8.14610585E-11
07/31/1873,CPDEUM,,,,8.14610585E-11
08/31/1873,CPDEUM,,,,8.14610585E-11
09/30/1873,CPDEUM,,,,8.14610585E-11
10/31/1873,CPDEUM,,,,8.14610585E-11
11/30/1873,CPDEUM,,,,8.20630627E-11
12/31/1873,CPDEUM,,,,8.20630627E-11
01/31/1874,CPDEUM,,,,8.32668855E-11
02/28/1874,CPDEUM,,,,8.32668855E-11
03/31/1874,CPDEUM,,,,8.38687969E-11
04/30/1874,CPDEUM,,,,8.38687969E-11
05/31/1874,CPDEUM,,,,8.38687969E-11
06/30/1874,CPDEUM,,,,8.44707083E-11
07/31/1874,CPDEUM,,,,8.44707083E-11
08/31/1874,CPDEUM,,,,8.38687969E-11
09/30/1874,CPDEUM,,,,8.38687969E-11
10/31/1874,CPDEUM,,,,8.38687969E-11
11/30/1874,CPDEUM,,,,8.32668855E-11
12/31/1874,CPDEUM,,,,8.32668855E-11
01/31/1875,CPDEUM,,,,8.20630627E-11
02/28/1875,CPDEUM,,,,8.14610585E-11
03/31/1875,CPDEUM,,,,7.91536696E-11
04/30/1875,CPDEUM,,,,7.85517582E-11
05/31/1875,CPDEUM,,,,7.73479353E-11
06/30/1875,CPDEUM,,,,7.61440198E-11
07/31/1875,CPDEUM,,,,7.49401969E-11
08/31/1875,CPDEUM,,,,7.4438635E-11
09/30/1875,CPDEUM,,,,7.4438635E-11
10/31/1875,CPDEUM,,,,7.38366308E-11
11/30/1875,CPDEUM,,,,7.38366308E-11
12/31/1875,CPDEUM,,,,7.4438635E-11
01/31/1876,CPDEUM,,,,7.49401969E-11
02/29/1876,CPDEUM,,,,7.49401969E-11
03/31/1876,CPDEUM,,,,7.49401969E-11
04/30/1876,CPDEUM,,,,7.49401969E-11
05/31/1876,CPDEUM,,,,7.55421084E-11
06/30/1876,CPDEUM,,,,7.55421084E-11
07/31/1876,CPDEUM,,,,7.61440198E-11
08/30/1876,CPDEUM,,,,7.61440198E-11
09/30/1876,CPDEUM,,,,7.61440198E-11
10/31/1876,CPDEUM,,,,7.61440198E-11
11/30/1876,CPDEUM,,,,7.61440198E-11
12/31/1876,CPDEUM,,,,7.61440198E-11
01/31/1877,CPDEUM,,,,7.67460239E-11
02/28/1877,CPDEUM,,,,7.67460239E-11
03/31/1877,CPDEUM,,,,7.67460239E-11
04/30/1877,CPDEUM,,,,7.73479353E-11
05/31/1877,CPDEUM,,,,7.73479353E-11
06/30/1877,CPDEUM,,,,7.73479353E-11
07/31/1877,CPDEUM,,,,7.79498468E-11
08/31/1877,CPDEUM,,,,7.79498468E-11
09/30/1877,CPDEUM,,,,7.79498468E-11
10/31/1877,CPDEUM,,,,7.73479353E-11
11/30/1877,CPDEUM,,,,7.73479353E-11
12/31/1877,CPDEUM,,,,7.73479353E-11
01/31/1878,CPDEUM,,,,7.61440198E-11
02/28/1878,CPDEUM,,,,7.49401969E-11
03/31/1878,CPDEUM,,,,7.49401969E-11
04/30/1878,CPDEUM,,,,7.4438635E-11
05/31/1878,CPDEUM,,,,7.4438635E-11
06/30/1878,CPDEUM,,,,7.32347194E-11
07/31/1878,CPDEUM,,,,7.32347194E-11
08/31/1878,CPDEUM,,,,7.20308966E-11
09/30/1878,CPDEUM,,,,7.20308966E-11
10/31/1878,CPDEUM,,,,7.14289852E-11
11/30/1878,CPDEUM,,,,7.14289852E-11
12/31/1878,CPDEUM,,,,7.14289852E-11
01/31/1879,CPDEUM,,,,7.14289852E-11
02/28/1879,CPDEUM,,,,7.14289852E-11
03/31/1879,CPDEUM,,,,7.14289852E-11
04/30/1879,CPDEUM,,,,7.14289852E-11
05/31/1879,CPDEUM,,,,7.14289852E-11
06/30/1879,CPDEUM,,,,7.14289852E-11
07/31/1879,CPDEUM,,,,7.20308966E-11
08/31/1879,CPDEUM,,,,7.20308966E-11
09/30/1879,CPDEUM,,,,7.20308966E-11
10/31/1879,CPDEUM,,,,7.2632808E-11
11/30/1879,CPDEUM,,,,7.32347194E-11
12/31/1879,CPDEUM,,,,7.38366308E-11
01/31/1880,CPDEUM,,,,7.4438635E-11
02/29/1880,CPDEUM,,,,7.55421084E-11
03/31/1880,CPDEUM,,,,7.61440198E-11
04/30/1880,CPDEUM,,,,7.67460239E-11
05/31/1880,CPDEUM,,,,7.67460239E-11
06/30/1880,CPDEUM,,,,7.67460239E-11
07/31/1880,CPDEUM,,,,7.73479353E-11
08/31/1880,CPDEUM,,,,7.73479353E-11
09/30/1880,CPDEUM,,,,7.73479353E-11
10/31/1880,CPDEUM,,,,7.67460239E-11
11/30/1880,CPDEUM,,,,7.67460239E-11
12/31/1880,CPDEUM,,,,7.67460239E-11
01/31/1881,CPDEUM,,,,7.73479353E-11
02/28/1881,CPDEUM,,,,7.73479353E-11
03/31/1881,CPDEUM,,,,7.67460239E-11
04/30/1881,CPDEUM,,,,7.73479353E-11
05/31/1881,CPDEUM,,,,7.67460239E-11
06/30/1881,CPDEUM,,,,7.67460239E-11
07/31/1881,CPDEUM,,,,7.67460239E-11
08/31/1881,CPDEUM,,,,7.73479353E-11
09/30/1881,CPDEUM,,,,7.73479353E-11
10/31/1881,CPDEUM,,,,7.73479353E-11
11/30/1881,CPDEUM,,,,7.73479353E-11
12/31/1881,CPDEUM,,,,7.79498468E-11
01/31/1882,CPDEUM,,,,7.79498468E-11
02/28/1882,CPDEUM,,,,7.73479353E-11
03/31/1882,CPDEUM,,,,7.67460239E-11
04/30/1882,CPDEUM,,,,7.4438635E-11
05/31/1882,CPDEUM,,,,7.4438635E-11
06/30/1882,CPDEUM,,,,7.4438635E-11
07/31/1882,CPDEUM,,,,7.4438635E-11
08/31/1882,CPDEUM,,,,7.4438635E-11
09/30/1882,CPDEUM,,,,7.49401969E-11
10/31/1882,CPDEUM,,,,7.49401969E-11
11/30/1882,CPDEUM,,,,7.49401969E-11
12/31/1882,CPDEUM,,,,7.49401969E-11
01/31/1883,CPDEUM,,,,7.49401969E-11
02/28/1883,CPDEUM,,,,7.49401969E-11
03/31/1883,CPDEUM,,,,7.55421084E-11
04/30/1883,CPDEUM,,,,7.55421084E-11
05/31/1883,CPDEUM,,,,7.55421084E-11
06/30/1883,CPDEUM,,,,7.55421084E-11
07/31/1883,CPDEUM,,,,7.49401969E-11
08/31/1883,CPDEUM,,,,7.49401969E-11
09/30/1883,CPDEUM,,,,7.49401969E-11
10/31/1883,CPDEUM,,,,7.49401969E-11
11/30/1883,CPDEUM,,,,7.49401969E-11
12/31/1883,CPDEUM,,,,7.49401969E-11
01/31/1884,CPDEUM,,,,7.49401969E-11
02/29/1884,CPDEUM,,,,7.4438635E-11
03/31/1884,CPDEUM,,,,7.32347194E-11
04/30/1884,CPDEUM,,,,7.2632808E-11
05/31/1884,CPDEUM,,,,7.32347194E-11
06/30/1884,CPDEUM,,,,7.32347194E-11
07/31/1884,CPDEUM,,,,7.32347194E-11
08/31/1884,CPDEUM,,,,7.14289852E-11
09/30/1884,CPDEUM,,,,7.0826981E-11
10/31/1884,CPDEUM,,,,7.02250696E-11
11/30/1884,CPDEUM,,,,6.97235077E-11
12/31/1884,CPDEUM,,,,6.97235077E-11
01/31/1885,CPDEUM,,,,7.0826981E-11
02/28/1885,CPDEUM,,,,7.0826981E-11
03/31/1885,CPDEUM,,,,7.0826981E-11
04/30/1885,CPDEUM,,,,7.02250696E-11
05/31/1885,CPDEUM,,,,7.02250696E-11
06/30/1885,CPDEUM,,,,7.02250696E-11
07/31/1885,CPDEUM,,,,7.02250696E-11
08/31/1885,CPDEUM,,,,7.02250696E-11
09/30/1885,CPDEUM,,,,7.02250696E-11
10/31/1885,CPDEUM,,,,6.97235077E-11
11/30/1885,CPDEUM,,,,6.97235077E-11
12/31/1885,CPDEUM,,,,6.97235077E-11
01/31/1886,CPDEUM,,,,6.97235077E-11
02/28/1886,CPDEUM,,,,6.97235077E-11
03/31/1886,CPDEUM,,,,6.91215963E-11
04/30/1886,CPDEUM,,,,6.91215963E-11
05/31/1886,CPDEUM,,,,6.85195921E-11
06/30/1886,CPDEUM,,,,6.85195921E-11
07/31/1886,CPDEUM,,,,6.85195921E-11
08/31/1886,CPDEUM,,,,6.91215963E-11
09/30/1886,CPDEUM,,,,6.91215963E-11
10/31/1886,CPDEUM,,,,6.97235077E-11
11/30/1886,CPDEUM,,,,6.97235077E-11
12/31/1886,CPDEUM,,,,6.97235077E-11
01/31/1887,CPDEUM,,,,6.91215963E-11
02/28/1887,CPDEUM,,,,6.91215963E-11
03/31/1887,CPDEUM,,,,6.85195921E-11
04/30/1887,CPDEUM,,,,6.85195921E-11
05/31/1887,CPDEUM,,,,6.91215963E-11
06/30/1887,CPDEUM,,,,6.91215963E-11
07/31/1887,CPDEUM,,,,6.91215963E-11
08/31/1887,CPDEUM,,,,6.91215963E-11
09/30/1887,CPDEUM,,,,6.91215963E-11
10/31/1887,CPDEUM,,,,6.97235077E-11
11/30/1887,CPDEUM,,,,6.97235077E-11
12/31/1887,CPDEUM,,,,7.02250696E-11
01/31/1888,CPDEUM,,,,7.0826981E-11
02/29/1888,CPDEUM,,,,7.02250696E-11
03/31/1888,CPDEUM,,,,7.02250696E-11
04/30/1888,CPDEUM,,,,6.97235077E-11
05/31/1888,CPDEUM,,,,6.97235077E-11
06/30/1888,CPDEUM,,,,6.91215963E-11
07/31/1888,CPDEUM,,,,6.91215963E-11
08/31/1888,CPDEUM,,,,6.97235077E-11
09/30/1888,CPDEUM,,,,7.0826981E-11
10/31/1888,CPDEUM,,,,7.0826981E-11
11/30/1888,CPDEUM,,,,7.0826981E-11
12/31/1888,CPDEUM,,,,7.0826981E-11
01/31/1889,CPDEUM,,,,7.0826981E-11
02/28/1889,CPDEUM,,,,7.02250696E-11
03/31/1889,CPDEUM,,,,7.02250696E-11
04/30/1889,CPDEUM,,,,7.02250696E-11
05/31/1889,CPDEUM,,,,7.0826981E-11
06/30/1889,CPDEUM,,,,7.02250696E-11
07/31/1889,CPDEUM,,,,7.2632808E-11
08/31/1889,CPDEUM,,,,7.38366308E-11
09/30/1889,CPDEUM,,,,7.55421084E-11
10/31/1889,CPDEUM,,,,7.55421084E-11
11/30/1889,CPDEUM,,,,7.61440198E-11
12/31/1889,CPDEUM,,,,7.67460239E-11
01/31/1890,CPDEUM,,,,7.61440198E-11
02/28/1890,CPDEUM,,,,7.61440198E-11
03/31/1890,CPDEUM,,,,7.61440198E-11
04/30/1890,CPDEUM,,,,7.55421084E-11
05/31/1890,CPDEUM,,,,7.49401969E-11
06/30/1890,CPDEUM,,,,7.49401969E-11
07/31/1890,CPDEUM,,,,7.49401969E-11
08/31/1890,CPDEUM,,,,7.49401969E-11
09/30/1890,CPDEUM,,,,7.49401969E-11
10/31/1890,CPDEUM,,,,7.49401969E-11
11/30/1890,CPDEUM,,,,7.4438635E-11
12/31/1890,CPDEUM,,,,7.38366308E-11
01/31/1891,CPDEUM,,,,7.55421084E-11
02/28/1891,CPDEUM,,,,7.49401969E-11
03/31/1891,CPDEUM,,,,7.49401969E-11
04/30/1891,CPDEUM,,,,7.61440198E-11
05/31/1891,CPDEUM,,,,7.73479353E-11
06/30/1891,CPDEUM,,,,7.67460239E-11
07/31/1891,CPDEUM,,,,7.67460239E-11
08/31/1891,CPDEUM,,,,7.73479353E-11
09/30/1891,CPDEUM,,,,7.73479353E-11
10/31/1891,CPDEUM,,,,7.79498468E-11
11/30/1891,CPDEUM,,,,7.79498468E-11
12/31/1891,CPDEUM,,,,7.73479353E-11
01/31/1892,CPDEUM,,,,7.67460239E-11
02/28/1892,CPDEUM,,,,7.67460239E-11
03/31/1892,CPDEUM,,,,7.61440198E-11
04/30/1892,CPDEUM,,,,7.61440198E-11
05/31/1892,CPDEUM,,,,7.61440198E-11
06/30/1892,CPDEUM,,,,7.61440198E-11
07/31/1892,CPDEUM,,,,7.61440198E-11
08/31/1892,CPDEUM,,,,7.61440198E-11
09/30/1892,CPDEUM,,,,7.61440198E-11
10/31/1892,CPDEUM,,,,7.61440198E-11
11/30/1892,CPDEUM,,,,7.61440198E-11
12/31/1892,CPDEUM,,,,7.61440198E-11
01/31/1893,CPDEUM,,,,7.55421084E-11
02/28/1893,CPDEUM,,,,7.55421084E-11
03/31/1893,CPDEUM,,,,7.55421084E-11
04/30/1893,CPDEUM,,,,7.55421084E-11
05/31/1893,CPDEUM,,,,7.55421084E-11
06/30/1893,CPDEUM,,,,7.55421084E-11
07/31/1893,CPDEUM,,,,7.55421084E-11
08/31/1893,CPDEUM,,,,7.49401969E-11
09/30/1893,CPDEUM,,,,7.49401969E-11
10/31/1893,CPDEUM,,,,7.4438635E-11
11/30/1893,CPDEUM,,,,7.4438635E-11
12/31/1893,CPDEUM,,,,7.4438635E-11
01/31/1894,CPDEUM,,,,7.4438635E-11
02/28/1894,CPDEUM,,,,7.4438635E-11
03/31/1894,CPDEUM,,,,7.4438635E-11
04/30/1894,CPDEUM,,,,7.4438635E-11
05/31/1894,CPDEUM,,,,7.38366308E-11
06/30/1894,CPDEUM,,,,7.38366308E-11
07/31/1894,CPDEUM,,,,7.38366308E-11
08/31/1894,CPDEUM,,,,7.4438635E-11
09/30/1894,CPDEUM,,,,7.4438635E-11
10/31/1894,CPDEUM,,,,7.38366308E-11
11/30/1894,CPDEUM,,,,7.38366308E-11
12/31/1894,CPDEUM,,,,7.38366308E-11
01/31/1895,CPDEUM,,,,7.38366308E-11
02/28/1895,CPDEUM,,,,7.32347194E-11
03/31/1895,CPDEUM,,,,7.32347194E-11
04/30/1895,CPDEUM,,,,7.32347194E-11
05/31/1895,CPDEUM,,,,7.32347194E-11
06/30/1895,CPDEUM,,,,7.38366308E-11
07/31/1895,CPDEUM,,,,7.38366308E-11
08/31/1895,CPDEUM,,,,7.38366308E-11
09/30/1895,CPDEUM,,,,7.38366308E-11
10/31/1895,CPDEUM,,,,7.38366308E-11
11/30/1895,CPDEUM,,,,7.38366308E-11
12/31/1895,CPDEUM,,,,7.38366308E-11
01/31/1896,CPDEUM,,,,7.32347194E-11
