Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
CPGBRCM,United Kingdom Consumer Price Index,Consumer Price Indices,United Kingdom Pound,United Kingdom,,,,,,,Index Number,Units,Stock,none,Annual From Dec 1800 To Dec 1913<BR>Monthly From Jan 1914 To Jan 2019<BR>,Source: Office of National Statistics,
Date,Ticker,Open,High,Low,Close
12/31/1800,CPGBRCM,,,,2.6422178
12/31/1801,CPGBRCM,,,,2.9524
12/31/1802,CPGBRCM,,,,2.2728452
12/31/1803,CPGBRCM,,,,2.1379664
12/31/1804,CPGBRCM,,,,2.2071651
12/31/1805,CPGBRCM,,,,2.5645745
12/31/1806,CPGBRCM,,,,2.4516672
12/31/1807,CPGBRCM,,,,2.4060821
12/31/1808,CPGBRCM,,,,2.4887296
12/31/1809,CPGBRCM,,,,2.7298695
12/31/1810,CPGBRCM,,,,2.815801
12/31/1811,CPGBRCM,,,,2.7348737
12/31/1812,CPGBRCM,,,,3.0957234
12/31/1813,CPGBRCM,,,,3.1715683
12/31/1814,CPGBRCM,,,,2.768652
12/31/1815,CPGBRCM,,,,2.4735606
12/31/1816,CPGBRCM,,,,2.2661208
12/31/1817,CPGBRCM,,,,2.5730191
12/31/1818,CPGBRCM,,,,2.5797435
12/31/1819,CPGBRCM,,,,2.5157053
12/31/1820,CPGBRCM,,,,2.2812898
12/31/1821,CPGBRCM,,,,2.0064498
12/31/1822,CPGBRCM,,,,1.7350501
12/31/1823,CPGBRCM,,,,1.8530397
12/31/1824,CPGBRCM,,,,2.0115321
12/31/1825,CPGBRCM,,,,2.3605751
12/31/1826,CPGBRCM,,,,2.2307787
12/31/1827,CPGBRCM,,,,2.0857351
12/31/1828,CPGBRCM,,,,2.0250591
12/31/1829,CPGBRCM,,,,2.0048078
12/31/1830,CPGBRCM,,,,1.932325
12/31/1831,CPGBRCM,,,,2.1245176
12/31/1832,CPGBRCM,,,,1.9677454
12/31/1833,CPGBRCM,,,,1.8480355
12/31/1834,CPGBRCM,,,,1.7047121
12/31/1835,CPGBRCM,,,,1.7333299
12/31/1836,CPGBRCM,,,,1.9238805
12/31/1837,CPGBRCM,,,,1.9711076
12/31/1838,CPGBRCM,,,,1.9845564
12/31/1839,CPGBRCM,,,,2.1295218
12/31/1840,CPGBRCM,,,,2.1683826
12/31/1841,CPGBRCM,,,,2.1177932
12/31/1842,CPGBRCM,,,,1.9575806
12/31/1843,CPGBRCM,,,,1.7367703
12/31/1844,CPGBRCM,,,,1.7350501
12/31/1845,CPGBRCM,,,,1.8193396
12/31/1846,CPGBRCM,,,,1.8918223
12/31/1847,CPGBRCM,,,,2.1195134
12/31/1848,CPGBRCM,,,,1.8632045
12/31/1849,CPGBRCM,,,,1.7451367
12/31/1850,CPGBRCM,,,,1.6338714
12/31/1851,CPGBRCM,,,,1.6203444
12/31/1852,CPGBRCM,,,,1.6490404
12/31/1853,CPGBRCM,,,,1.9137157
12/31/1854,CPGBRCM,,,,2.1329622
12/31/1855,CPGBRCM,,,,2.1481312
12/31/1856,CPGBRCM,,,,2.131242
12/31/1857,CPGBRCM,,,,2.1700246
12/31/1858,CPGBRCM,,,,2.0064498
12/31/1859,CPGBRCM,,,,2.0469525
12/31/1860,CPGBRCM,,,,2.2156097
12/31/1861,CPGBRCM,,,,2.1953583
12/31/1862,CPGBRCM,,,,2.1751069
12/31/1863,CPGBRCM,,,,1.9288847
12/31/1864,CPGBRCM,,,,2.0233389
12/31/1865,CPGBRCM,,,,2.0874553
12/31/1866,CPGBRCM,,,,2.1851935
12/31/1867,CPGBRCM,,,,2.269483
12/31/1868,CPGBRCM,,,,2.1767489
12/31/1869,CPGBRCM,,,,2.0975418
12/31/1870,CPGBRCM,,,,2.0924595
12/31/1871,CPGBRCM,,,,2.2256963
12/31/1872,CPGBRCM,,,,2.3235128
12/31/1873,CPGBRCM,,,,2.4229712
12/31/1874,CPGBRCM,,,,2.3993577
12/31/1875,CPGBRCM,,,,2.2088071
12/31/1876,CPGBRCM,,,,2.3099858
12/31/1877,CPGBRCM,,,,2.2425855
12/31/1878,CPGBRCM,,,,2.159938
12/31/1879,CPGBRCM,,,,2.0402281
12/31/1880,CPGBRCM,,,,1.9795522
12/31/1881,CPGBRCM,,,,2.0452323
12/31/1882,CPGBRCM,,,,1.9221603
12/31/1883,CPGBRCM,,,,1.993001
12/31/1884,CPGBRCM,,,,1.8058126
12/31/1885,CPGBRCM,,,,1.7299677
12/31/1886,CPGBRCM,,,,1.5697551
12/31/1887,CPGBRCM,,,,1.6102578
12/31/1888,CPGBRCM,,,,1.6018132
12/31/1889,CPGBRCM,,,,1.598451
12/31/1890,CPGBRCM,,,,1.596809
12/31/1891,CPGBRCM,,,,1.6827405
12/31/1892,CPGBRCM,,,,1.6793784
12/31/1893,CPGBRCM,,,,1.5411373
12/31/1894,CPGBRCM,,,,1.6557648
12/31/1895,CPGBRCM,,,,1.6321512
12/31/1896,CPGBRCM,,,,1.596809
12/31/1897,CPGBRCM,,,,1.6237066
12/31/1898,CPGBRCM,,,,1.6557648
12/31/1899,CPGBRCM,,,,1.6018132
12/31/1900,CPGBRCM,,,,1.5737428
12/31/1901,CPGBRCM,,,,1.5564627
12/31/1902,CPGBRCM,,,,1.5564627
12/31/1903,CPGBRCM,,,,1.5737428
12/31/1904,CPGBRCM,,,,1.5911011
12/31/1905,CPGBRCM,,,,1.5911011
12/31/1906,CPGBRCM,,,,1.6083813
12/31/1907,CPGBRCM,,,,1.6429415
12/31/1908,CPGBRCM,,,,1.6083813
12/31/1909,CPGBRCM,,,,1.6256614
12/31/1910,CPGBRCM,,,,1.6602216
12/31/1911,CPGBRCM,,,,1.67758
12/31/1912,CPGBRCM,,,,1.7294204
12/31/1913,CPGBRCM,,,,1.7639806
01/31/1914,CPGBRCM,,,,1.7294204
02/28/1914,CPGBRCM,,,,1.7294204
03/31/1914,CPGBRCM,,,,1.7294204
04/30/1914,CPGBRCM,,,,1.7294204
05/31/1914,CPGBRCM,,,,1.7294204
06/30/1914,CPGBRCM,,,,1.7294204
07/31/1914,CPGBRCM,,,,1.7294204
08/31/1914,CPGBRCM,,,,1.9069131
09/30/1914,CPGBRCM,,,,1.8082365
10/31/1914,CPGBRCM,,,,1.8411548
11/30/1914,CPGBRCM,,,,1.8575748
12/31/1914,CPGBRCM,,,,1.9069131
01/31/1915,CPGBRCM,,,,1.9397532
02/28/1915,CPGBRCM,,,,1.9829144
03/31/1915,CPGBRCM,,,,2.0259192
04/30/1915,CPGBRCM,,,,2.0259192
05/31/1915,CPGBRCM,,,,2.0690805
06/30/1915,CPGBRCM,,,,2.1553247
07/31/1915,CPGBRCM,,,,2.1553247
08/31/1915,CPGBRCM,,,,2.1553247
09/30/1915,CPGBRCM,,,,2.1553247
10/31/1915,CPGBRCM,,,,2.2414908
11/30/1915,CPGBRCM,,,,2.2845738
12/31/1915,CPGBRCM,,,,2.3277351
01/31/1916,CPGBRCM,,,,2.3277351
02/29/1916,CPGBRCM,,,,2.3277351
03/31/1916,CPGBRCM,,,,2.3708181
04/30/1916,CPGBRCM,,,,2.3708181
05/31/1916,CPGBRCM,,,,2.4569842
06/30/1916,CPGBRCM,,,,2.5001454
07/31/1916,CPGBRCM,,,,2.5432284
08/31/1916,CPGBRCM,,,,2.5432284
09/30/1916,CPGBRCM,,,,2.5863115
10/31/1916,CPGBRCM,,,,2.6294727
11/30/1916,CPGBRCM,,,,2.7588
12/31/1916,CPGBRCM,,,,2.8449661
01/31/1917,CPGBRCM,,,,2.8449661
02/28/1917,CPGBRCM,,,,2.8881273
03/31/1917,CPGBRCM,,,,2.9312103
04/30/1917,CPGBRCM,,,,2.9742934
05/31/1917,CPGBRCM,,,,3.0173764
06/30/1917,CPGBRCM,,,,3.0605376
07/31/1917,CPGBRCM,,,,3.1036207
08/31/1917,CPGBRCM,,,,3.1036207
09/30/1917,CPGBRCM,,,,3.1467037
10/31/1917,CPGBRCM,,,,3.0605376
11/30/1917,CPGBRCM,,,,3.1897868
12/31/1917,CPGBRCM,,,,3.1897868
01/31/1918,CPGBRCM,,,,3.232948
02/28/1918,CPGBRCM,,,,3.276031
03/31/1918,CPGBRCM,,,,3.276031
04/30/1918,CPGBRCM,,,,3.3191922
05/31/1918,CPGBRCM,,,,3.4053583
06/30/1918,CPGBRCM,,,,3.4484414
07/31/1918,CPGBRCM,,,,3.4916026
08/31/1918,CPGBRCM,,,,3.6208517
09/30/1918,CPGBRCM,,,,3.6208517
10/31/1918,CPGBRCM,,,,3.750179
11/30/1918,CPGBRCM,,,,3.8364233
12/31/1918,CPGBRCM,,,,3.793262
01/31/1919,CPGBRCM,,,,3.793262
02/28/1919,CPGBRCM,,,,3.793262
03/31/1919,CPGBRCM,,,,3.707096
04/30/1919,CPGBRCM,,,,3.6208517
05/31/1919,CPGBRCM,,,,3.5346856
06/30/1919,CPGBRCM,,,,3.5346856
07/31/1919,CPGBRCM,,,,3.5777687
08/31/1919,CPGBRCM,,,,3.707096
09/30/1919,CPGBRCM,,,,3.707096
10/31/1919,CPGBRCM,,,,3.793262
11/30/1919,CPGBRCM,,,,3.8795063
12/31/1919,CPGBRCM,,,,3.8795063
01/31/1920,CPGBRCM,,,,3.9657506
02/29/1920,CPGBRCM,,,,3.9657506
03/31/1920,CPGBRCM,,,,4.0002326
04/30/1920,CPGBRCM,,,,4.1553628
05/31/1920,CPGBRCM,,,,4.3105712
06/30/1920,CPGBRCM,,,,4.3450533
07/31/1920,CPGBRCM,,,,4.3968155
08/30/1920,CPGBRCM,,,,4.5001835
09/30/1920,CPGBRCM,,,,4.5519457
10/31/1920,CPGBRCM,,,,4.7588381
11/30/1920,CPGBRCM,,,,4.63819
12/31/1920,CPGBRCM,,,,4.5692258
01/31/1921,CPGBRCM,,,,4.3277732
02/28/1921,CPGBRCM,,,,4.1553628
03/31/1921,CPGBRCM,,,,4.0174346
04/30/1921,CPGBRCM,,,,3.9311903
05/31/1921,CPGBRCM,,,,3.7760601
06/30/1921,CPGBRCM,,,,3.7760601
07/31/1921,CPGBRCM,,,,3.8278223
08/31/1921,CPGBRCM,,,,3.793262
09/30/1921,CPGBRCM,,,,3.6208517
10/31/1921,CPGBRCM,,,,3.5002036
11/30/1921,CPGBRCM,,,,3.4312394
12/31/1921,CPGBRCM,,,,3.3105131
01/31/1922,CPGBRCM,,,,3.2415489
02/28/1922,CPGBRCM,,,,3.2070669
03/31/1922,CPGBRCM,,,,3.1381027
04/30/1922,CPGBRCM,,,,3.1209008
05/31/1922,CPGBRCM,,,,3.1036207
06/30/1922,CPGBRCM,,,,3.1725848
07/31/1922,CPGBRCM,,,,3.1209008
08/31/1922,CPGBRCM,,,,3.0863405
09/30/1922,CPGBRCM,,,,3.0691386
10/31/1922,CPGBRCM,,,,3.1036207
11/30/1922,CPGBRCM,,,,3.1036207
12/31/1922,CPGBRCM,,,,3.0691386
01/31/1923,CPGBRCM,,,,3.0518585
02/28/1923,CPGBRCM,,,,3.0346565
03/31/1923,CPGBRCM,,,,3.0001745
04/30/1923,CPGBRCM,,,,2.9312103
05/31/1923,CPGBRCM,,,,2.9139302
06/30/1923,CPGBRCM,,,,2.9139302
07/31/1923,CPGBRCM,,,,2.9484123
08/31/1923,CPGBRCM,,,,2.9828943
09/30/1923,CPGBRCM,,,,3.0173764
10/31/1923,CPGBRCM,,,,3.0173764
11/30/1923,CPGBRCM,,,,3.0518585
12/31/1923,CPGBRCM,,,,3.0518585
01/31/1924,CPGBRCM,,,,3.0863405
02/29/1924,CPGBRCM,,,,3.0691386
03/31/1924,CPGBRCM,,,,2.9828943
04/30/1924,CPGBRCM,,,,2.9484123
05/31/1924,CPGBRCM,,,,2.9139302
06/30/1924,CPGBRCM,,,,2.9312103
07/31/1924,CPGBRCM,,,,2.9484123
08/31/1924,CPGBRCM,,,,2.9656924
09/30/1924,CPGBRCM,,,,3.0346565
10/31/1924,CPGBRCM,,,,3.1036207
11/30/1924,CPGBRCM,,,,3.1209008
12/31/1924,CPGBRCM,,,,3.1036207
01/31/1925,CPGBRCM,,,,3.0863405
02/28/1925,CPGBRCM,,,,3.0863405
03/31/1925,CPGBRCM,,,,3.0173764
04/30/1925,CPGBRCM,,,,2.9828943
05/31/1925,CPGBRCM,,,,2.9656924
06/30/1925,CPGBRCM,,,,2.9828943
07/31/1925,CPGBRCM,,,,2.9828943
08/31/1925,CPGBRCM,,,,3.0001745
09/30/1925,CPGBRCM,,,,3.0346565
10/31/1925,CPGBRCM,,,,3.0346565
11/30/1925,CPGBRCM,,,,3.0518585
12/31/1925,CPGBRCM,,,,3.0173764
01/31/1926,CPGBRCM,,,,2.9828943
02/28/1926,CPGBRCM,,,,2.9656924
03/31/1926,CPGBRCM,,,,2.8967283
04/30/1926,CPGBRCM,,,,2.8794481
05/31/1926,CPGBRCM,,,,2.8967283
06/30/1926,CPGBRCM,,,,2.9312103
07/31/1926,CPGBRCM,,,,2.9312103
08/31/1926,CPGBRCM,,,,2.9656924
09/30/1926,CPGBRCM,,,,3.0001745
10/31/1926,CPGBRCM,,,,3.0863405
11/30/1926,CPGBRCM,,,,3.0863405
12/31/1926,CPGBRCM,,,,3.0173764
01/31/1927,CPGBRCM,,,,2.9656924
02/28/1927,CPGBRCM,,,,2.9484123
03/31/1927,CPGBRCM,,,,2.8449661
04/30/1927,CPGBRCM,,,,2.8277641
05/31/1927,CPGBRCM,,,,2.810484
06/30/1927,CPGBRCM,,,,2.8622462
07/31/1927,CPGBRCM,,,,2.8277641
08/31/1927,CPGBRCM,,,,2.8449661
09/30/1927,CPGBRCM,,,,2.8794481
10/31/1927,CPGBRCM,,,,2.9139302
11/30/1927,CPGBRCM,,,,2.9139302
12/31/1927,CPGBRCM,,,,2.8967283
01/31/1928,CPGBRCM,,,,2.8622462
02/29/1928,CPGBRCM,,,,2.8277641
03/31/1928,CPGBRCM,,,,2.8277641
04/30/1928,CPGBRCM,,,,2.8277641
05/31/1928,CPGBRCM,,,,2.8449661
06/30/1928,CPGBRCM,,,,2.8449661
07/31/1928,CPGBRCM,,,,2.8449661
08/31/1928,CPGBRCM,,,,2.8449661
09/30/1928,CPGBRCM,,,,2.8622462
10/31/1928,CPGBRCM,,,,2.8794481
11/30/1928,CPGBRCM,,,,2.8967283
12/31/1928,CPGBRCM,,,,2.8794481
01/31/1929,CPGBRCM,,,,2.8449661
02/28/1929,CPGBRCM,,,,2.8622462
03/31/1929,CPGBRCM,,,,2.7932039
04/30/1929,CPGBRCM,,,,2.7760019
05/31/1929,CPGBRCM,,,,2.7588
06/30/1929,CPGBRCM,,,,2.7760019
07/31/1929,CPGBRCM,,,,2.810484
08/31/1929,CPGBRCM,,,,2.8277641
09/30/1929,CPGBRCM,,,,2.8449661
10/31/1929,CPGBRCM,,,,2.8794481
11/30/1929,CPGBRCM,,,,2.8794481
12/31/1929,CPGBRCM,,,,2.8622462
01/31/1930,CPGBRCM,,,,2.8277641
02/28/1930,CPGBRCM,,,,2.7760019
03/31/1930,CPGBRCM,,,,2.7070378
04/30/1930,CPGBRCM,,,,2.6725557
05/31/1930,CPGBRCM,,,,2.6552756
06/30/1930,CPGBRCM,,,,2.6725557
07/31/1930,CPGBRCM,,,,2.7070378
08/31/1930,CPGBRCM,,,,2.7070378
09/30/1930,CPGBRCM,,,,2.6898359
10/31/1930,CPGBRCM,,,,2.7070378
11/30/1930,CPGBRCM,,,,2.6725557
12/31/1930,CPGBRCM,,,,2.6380737
01/31/1931,CPGBRCM,,,,2.6207935
02/28/1931,CPGBRCM,,,,2.5863115
03/31/1931,CPGBRCM,,,,2.5346275
04/30/1931,CPGBRCM,,,,2.5346275
05/31/1931,CPGBRCM,,,,2.5001454
06/30/1931,CPGBRCM,,,,2.5346275
07/31/1931,CPGBRCM,,,,2.5001454
08/31/1931,CPGBRCM,,,,2.5001454
09/30/1931,CPGBRCM,,,,2.5001454
10/31/1931,CPGBRCM,,,,2.5173473
11/30/1931,CPGBRCM,,,,2.5519076
12/31/1931,CPGBRCM,,,,2.5346275
01/31/1932,CPGBRCM,,,,2.5346275
02/29/1932,CPGBRCM,,,,2.5173473
03/31/1932,CPGBRCM,,,,2.4828653
04/30/1932,CPGBRCM,,,,2.4658979
05/31/1932,CPGBRCM,,,,2.4490087
06/30/1932,CPGBRCM,,,,2.4658979
07/31/1932,CPGBRCM,,,,2.4319632
08/31/1932,CPGBRCM,,,,2.4319632
09/30/1932,CPGBRCM,,,,2.4658979
10/31/1932,CPGBRCM,,,,2.4658979
11/30/1932,CPGBRCM,,,,2.4658979
12/31/1932,CPGBRCM,,,,2.4490087
01/31/1933,CPGBRCM,,,,2.4319632
02/28/1933,CPGBRCM,,,,2.3980284
03/31/1933,CPGBRCM,,,,2.3612788
04/30/1933,CPGBRCM,,,,2.3443115
05/31/1933,CPGBRCM,,,,2.3443115
06/30/1933,CPGBRCM,,,,2.3782462
07/31/1933,CPGBRCM,,,,2.3980284
08/31/1933,CPGBRCM,,,,2.4319632
09/30/1933,CPGBRCM,,,,2.4319632
10/31/1933,CPGBRCM,,,,2.4658979
11/30/1933,CPGBRCM,,,,2.4658979
12/31/1933,CPGBRCM,,,,2.4490087
01/31/1934,CPGBRCM,,,,2.4319632
02/28/1934,CPGBRCM,,,,2.4149958
03/31/1934,CPGBRCM,,,,2.3980284
04/30/1934,CPGBRCM,,,,2.3612788
05/31/1934,CPGBRCM,,,,2.3782462
06/30/1934,CPGBRCM,,,,2.4319632
07/31/1934,CPGBRCM,,,,2.4490087
08/31/1934,CPGBRCM,,,,2.4658979
09/30/1934,CPGBRCM,,,,2.4658979
10/31/1934,CPGBRCM,,,,2.4828653
11/30/1934,CPGBRCM,,,,2.4828653
12/31/1934,CPGBRCM,,,,2.4658979
01/31/1935,CPGBRCM,,,,2.4490087
02/28/1935,CPGBRCM,,,,2.4319632
03/31/1935,CPGBRCM,,,,2.3980284
04/30/1935,CPGBRCM,,,,2.3980284
05/31/1935,CPGBRCM,,,,2.4149958
06/30/1935,CPGBRCM,,,,2.4658979
07/31/1935,CPGBRCM,,,,2.4658979
08/31/1935,CPGBRCM,,,,2.4658979
09/30/1935,CPGBRCM,,,,2.4998326
10/31/1935,CPGBRCM,,,,2.5337674
11/30/1935,CPGBRCM,,,,2.5337674
12/31/1935,CPGBRCM,,,,2.5337674
01/31/1936,CPGBRCM,,,,2.5337674
02/29/1936,CPGBRCM,,,,2.5168
03/31/1936,CPGBRCM,,,,2.4828653
04/30/1936,CPGBRCM,,,,2.4828653
05/31/1936,CPGBRCM,,,,2.4828653
06/30/1936,CPGBRCM,,,,2.5168
07/31/1936,CPGBRCM,,,,2.5168
08/31/1936,CPGBRCM,,,,2.5337674
09/30/1936,CPGBRCM,,,,2.5508129
10/31/1936,CPGBRCM,,,,2.6045299
11/30/1936,CPGBRCM,,,,2.6045299
12/31/1936,CPGBRCM,,,,2.6045299
01/31/1937,CPGBRCM,,,,2.6045299
02/28/1937,CPGBRCM,,,,2.6045299
03/31/1937,CPGBRCM,,,,2.6045299
04/30/1937,CPGBRCM,,,,2.6214973
05/31/1937,CPGBRCM,,,,2.6214973
06/30/1937,CPGBRCM,,,,2.6723994
07/31/1937,CPGBRCM,,,,2.6723994
08/31/1937,CPGBRCM,,,,2.6723994
09/30/1937,CPGBRCM,,,,2.7233015
10/31/1937,CPGBRCM,,,,2.760051
11/30/1937,CPGBRCM,,,,2.760051
12/31/1937,CPGBRCM,,,,2.7430055
01/31/1938,CPGBRCM,,,,2.7063341
02/28/1938,CPGBRCM,,,,2.6892885
03/31/1938,CPGBRCM,,,,2.655432
04/30/1938,CPGBRCM,,,,2.6892885
05/31/1938,CPGBRCM,,,,2.6723994
06/30/1938,CPGBRCM,,,,2.7430055
07/31/1938,CPGBRCM,,,,2.6892885
08/31/1938,CPGBRCM,,,,2.6892885
09/30/1938,CPGBRCM,,,,2.6723994
10/31/1938,CPGBRCM,,,,2.6892885
11/30/1938,CPGBRCM,,,,2.6892885
12/31/1938,CPGBRCM,,,,2.6723994
01/31/1939,CPGBRCM,,,,2.6723994
02/28/1939,CPGBRCM,,,,2.6383864
03/31/1939,CPGBRCM,,,,2.6383864
04/30/1939,CPGBRCM,,,,2.6383864
05/31/1939,CPGBRCM,,,,2.6383864
06/30/1939,CPGBRCM,,,,2.6892885
07/31/1939,CPGBRCM,,,,2.6723994
08/31/1939,CPGBRCM,,,,2.6723994
09/30/1939,CPGBRCM,,,,2.8448097
10/31/1939,CPGBRCM,,,,2.9127574
11/30/1939,CPGBRCM,,,,2.9834417
12/31/1939,CPGBRCM,,,,3.000409
01/31/1940,CPGBRCM,,,,3.0513111
02/29/1940,CPGBRCM,,,,3.0852459
03/31/1940,CPGBRCM,,,,3.0682785
04/30/1940,CPGBRCM,,,,3.1050281
05/31/1940,CPGBRCM,,,,3.1219955
