Date,GermanBond10Y,GermanEq,Gold,JapanBond10Y,JapanEq,Oil,TRCommodity,UKEq,USBond10Y,USBond5Y,USBondInt,USEq,Momentum (UMD),Value (HML FF),Size (SMB),CS_Liquid
1997-12-31,0.019733852878075053,0.0747752872685219,-0.022237196765498735,0.010374613534594346,-0.06989772722425858,-0.0773653946680607,-0.05041399887782427,0.053464112025662036,0.013076393695165445,-0.019085281980742774,-0.011904761904761973,0.015731630730583923,0.03712775918378686,0.036267301887898284,-0.029185451763505288,
1998-01-31,0.025032490495762172,0.0448715864519198,0.05048242591316354,-0.017611604876829223,0.07562797139969302,-0.024929178470254776,-0.009829529452693997,0.05212770634591468,0.021292748271525497,-0.05749342681858005,-0.02409638554216864,0.010150139628824384,-0.001435255887549336,-0.01823643789903906,-0.006028997319400098,0.0038018476979813087
1998-02-28,0.009441554055479084,0.05985541807401362,-0.024438248318845446,0.012234559517683374,-0.0028712380256322723,-0.10284718187100528,-0.05581488731616724,0.05783938288784474,-0.0020716168090262332,0.03905523526129806,-0.0017636684303350414,0.0704492593952748,-0.010085124709818927,-0.014517545415665079,-0.0015255004876063571,0.00886262924667669
1998-03-31,0.002520184509840595,0.08290691897723756,0.012104909213181081,0.0042000137154054595,-0.004423967958953945,0.020077720207253957,-0.0015180243238294144,0.03661772514786188,0.0009711594029067072,0.007875425093968103,0.005300353356890497,0.04994568014180345,0.015249049709578966,0.010915396879059847,-0.008193812352368268,0.02766828096257079
1998-04-30,-0.00427280197175528,0.0010326996497609375,0.03222591362126237,0.013900484923393908,-0.01869478334034491,-0.012063492063491998,-0.025958045929413864,0.0026351532047463877,0.0039818378704949975,0.0005327650506126158,0.02987697715289972,0.009076469253460395,0.007796336167918749,-0.002178322610892902,0.007083306898538311,0.02053043033535462
1998-05-31,0.01717021375206862,0.08283068687381978,-0.055037013196008955,0.026346128076472075,0.010333770977912327,-0.02249357326478152,-0.0415477303922166,0.004729274755377544,0.013703332687416747,-0.015974440894568676,-0.027303754266211677,-0.01882626489768391,0.021238544079436483,0.03399555872754645,-0.033794849856957465,0.036333046964490245
1998-06-30,0.011662510646736735,0.05690072019835424,0.009196185286103553,-0.015377217644694685,-0.00790311173974545,-0.05982905982905984,-0.03318484535494537,-0.020955078580072617,0.013621963687125982,-0.016233766233766156,-0.02280701754385961,0.039438316077658575,0.07711457688183199,-0.01378415040894887,-0.038898415011870524,0.01046595972505271
1998-07-31,0.006217348348901419,-0.00464700422528086,-0.025143435707053574,0.006637322312010863,0.04707465293247548,-0.002097902097902171,-0.049549077181208045,-0.003185758130244354,6.699163786527684e-05,0.008250825082508184,0.0,-0.011615395470260248,0.038189965380339475,-0.010036832552314356,-0.03903412213678048,0.02016818212893945
1998-08-31,0.028692664605196816,-0.17722586865468193,-0.053487969534360524,0.024450985573745365,-0.10387289484209716,-0.0686755430974072,-0.06080708335631935,-0.10746251901474368,0.03884623805407217,-0.11056555737406792,-0.06463195691202883,-0.14579671089616042,0.02373172960422809,0.04158295203352402,-0.06002473301557021,0.06982978153062591
1998-09-30,0.025392249720528115,-0.07455064179018212,0.0747988295537676,0.050885352104610204,-0.04820375487877837,0.21820917983446209,0.07534618716868113,-0.03933891449915128,0.05136770274475033,-0.13637292987119198,-0.1612284069097888,0.06243732241350486,-0.016361169841402567,-0.030929361745038908,-0.005217865303550284,0.01146329240791788
1998-10-31,-0.0019748109324388974,0.043939978880196184,-0.005274800068062024,-0.005553673858420316,-0.03040098975326011,-0.10562075355157508,-0.03900040966816887,0.06824830612804811,-0.011343053536142844,0.0011837121212121549,0.01830663615560635,0.08025170837225315,-0.04381205992031645,-0.04317378018098794,-0.031736295346975085,-0.029541091224376093
1998-11-30,0.009637273587365103,0.07424782803768815,0.008210742387957604,-0.01944648094010637,0.11120600946696846,-0.21477900552486195,-0.0912552931480376,0.04870950161847998,-0.0036647149866347872,0.06360841806573658,0.08764044943820215,0.059126034204993294,0.0018031385348318274,-0.032100833257829864,0.015769247303840217,-0.004722399489470175
1998-12-31,0.017375585618554457,-0.004212043633573526,-0.02341364099083809,-0.08005100862928671,-0.03709696537546181,0.0677220756376431,-0.01930354015511626,0.017914848225073055,0.01077687061134669,0.005558025789239585,-0.04132231404958686,0.056375308302467175,0.08972777824742528,-0.04286656100667996,0.001494092879150033,0.01958835598871489
1999-01-31,0.019622903446815165,0.0313856521164424,-0.008339124391938957,0.0025508503053834897,0.02028245349799951,0.05518945634266892,-0.0093434846733369,0.00823510083454626,0.0031188353131332835,0.005969489277028561,0.012931034482758674,0.04100941239637823,0.0229846020390021,-0.03016219561390543,0.010921474673525111,-0.007106247838254198
1999-02-28,-0.012288276994130487,-0.04915917339693299,0.005781359495445004,0.011349160695583782,-0.008068620982185082,-0.03903200624512104,-0.043810305561591045,0.04801664903583358,-0.04240351965143774,0.1439560439560441,0.12127659574468064,-0.032282516957894525,-0.004736848365559765,0.019562636927736188,-0.036471889718069916,-0.012667447825949307
1999-03-31,0.0009187307667599676,-0.0057828598978217904,-0.02647622365441571,0.02645367049602587,0.13897599635098934,0.36230706742485785,0.13118272330182879,0.024563016948563332,0.0074073581314448855,-0.021517771373679162,0.00569259962049351,0.038794182487705164,-0.023685901086870298,-0.023480073356877518,-0.03403311455147484,-0.010424351284600841
1999-04-30,0.012577202619654226,0.10279073491369761,0.025585972445876015,0.03172128476103664,0.04628763797462021,0.11449016100178899,0.02587682097525401,0.04615529969358745,-0.0038209742684012227,0.024543491066169265,-0.009433962264150941,0.03794405964069458,-0.09031334400786417,0.03908537377019816,0.004724896526367761,0.03704784130688443
1999-05-31,-0.0014705914893762273,-0.06994680432315403,-0.06280530355896718,-0.017263723776564044,-0.01713612614416471,-0.09844836811128943,-0.04635780801253209,-0.045816274132091994,-0.016194604720621397,0.06765044078190896,0.06285714285714294,-0.02497048899994847,-0.030098073419648874,0.010433772009309727,0.03241535943706886,-0.013220815752461257
1999-06-30,-0.03824039295809345,0.06462527097641435,-0.02829486224869704,-0.034967998525019195,0.1194648623213097,0.14718100890207686,0.06656678733306953,0.019559462895487822,-0.00784766214286714,0.015437084903966891,0.05017921146953408,0.05443833343575255,0.044492524522933286,-0.04106641850842496,0.024971867475795495,0.030850120359812383
1999-07-31,-0.015280212064119225,-0.05226700820223029,-0.020689655172413834,0.012161231122082894,0.043824239217874705,0.061562338334195665,0.01140147598844865,-0.007138081208418967,-0.0032759738525729443,0.024041011136644697,0.006825938566553003,-0.03204609859329355,0.021715023811590184,-0.0018647517426028104,0.026567793021438746,0.0006452405825601026
1999-08-31,-0.015001030450504826,0.03307064896799372,-0.00312989045383405,-0.011580420292459759,0.023092480733180487,0.07943469785575052,0.05161303967739195,0.004775908324931688,0.0005038110095474391,0.014155014672881272,-0.005084745762711895,-0.0062541393220543195,0.03258025675845455,-0.009057192669596481,-0.020294256998604876,0.002640709921085671
1999-09-30,-0.011741704809648534,-0.02297686114055497,0.1734693877551019,0.030990623588600608,0.04265852475240073,0.10790067720090302,0.042389300439111155,-0.03844701156312591,0.010921264833049671,-0.019574468085106433,0.03407155025553665,-0.02855173771783015,0.0609771352331967,-0.03226763795297083,0.031814642615004995,0.00744188895354192
1999-10-31,-0.007787845120083348,0.07292763832548688,0.00033444816053518345,-0.016933048424876973,0.020196300490751273,-0.11206193969030154,-0.037057522123893794,0.027695240889588746,-0.003921101137766891,0.030729166666666696,0.041186161449752845,0.0625395451816857,0.05069225887965034,-0.037846457737399586,-0.06528852720887035,-0.030824416342412397
1999-11-30,0.008943496841125498,0.06641894220891942,-0.02591106653293218,0.0006316893787228217,0.07815879294395356,0.14134924277191385,0.02813138666631043,0.06284301857343122,-0.0067209920617749,0.026781202627589762,-0.02373417721518989,0.01906179928082885,0.05740457298862278,-0.06989322746575244,0.06672673153410025,0.02092089580327472
1999-12-31,-0.0009421629825191458,0.1800123945004264,-0.0037755277158058043,0.01655015837339291,0.11969514071338971,0.03578608765581026,0.02437344905091665,0.050264085336878095,-0.01450329730111366,0.04035433070866157,0.04538087520259326,0.05784392077240419,0.11137507158087745,-0.04925718971937554,0.03349858705703612,0.04144520568988308
2000-01-31,-0.020189462220778553,-0.017610369165675377,-0.023944875107665742,-0.0012562806667418824,-0.013079736185684698,0.07336956521739113,0.049197793138435975,-0.08210520218301942,-0.011318208890236603,0.05518763796909476,0.0356589147286821,-0.050903522205206664,0.011860097282310189,-0.0006754466917482382,0.05046959643831239,-0.014691132220190029
2000-02-29,0.012235275796952827,0.11765374252329153,0.036533709848217244,-0.013703554207009971,0.03774049660239154,0.105605786618445,0.02873410376674257,0.004556583299788475,0.024785951796181482,-0.01479378362223549,0.004491017964071808,-0.020108142219927405,0.17057320764467176,-0.0838349715128377,0.1267114312831059,0.00814371257485047
2000-03-31,0.017505544659260908,-0.0058222447464258975,-0.057551506895964555,0.007825811938313887,-0.08225106683798,-0.12136081125286236,0.0016039764515105581,0.040519498383287056,0.03448674050890643,-0.03958744122554214,-0.06110283159463492,0.09671989578606865,-0.049580186943654625,0.013186575409071422,-0.09730667566868112,-0.020135424091233145
2000-04-30,-0.0038214359929886754,-0.027996311419189013,-0.006142728093947558,0.0059701985878823915,-0.07912531298320069,-0.0428145941921072,-0.012998973456518459,-0.03492625009881667,-0.009617719812290093,0.03474415666456099,0.01904761904761898,-0.03079575331313633,-0.0796948313451653,0.06089451278514213,-0.05650142929216295,-0.014002545917439546
2000-05-31,-0.0007226456416009608,-0.04736211184726824,-0.01017996727867665,0.009537344057676034,-0.07856078737849836,0.12913263321664714,0.08196886942154635,0.005100102770896786,0.0007860354959838833,-0.0030525030525031527,0.024922118380062308,-0.021915064965949194,-0.07265647134704967,0.02815045344473366,-0.04314440538942199,0.007992130825033916
2000-06-30,0.009134227224955715,-0.03058580066046901,0.058402203856749324,-0.009324416841765437,0.061947958149181304,0.11746469169824314,0.03137582325831789,0.004146187065619644,0.024594753879510822,-0.05465401102265777,-0.03343465045592697,0.023933549204561366,0.14104626505919216,-0.07852055380253742,0.08039562907007625,-0.021468650890461127
2000-07-31,0.002290091116326609,0.04128227778905802,-0.03956272774596559,0.010464058716455504,-0.10591142226049188,-0.15228113440197277,-0.04662792989034059,0.010783070494498004,0.00428646591009918,-0.005020242914979711,-0.020440251572326984,-0.016341262202667406,-0.004918083978756038,0.062495563448178304,-0.029413762535584698,0.009754425330341654
2000-08-31,-0.002930510507926587,0.0036817807756950316,0.0009033423667570428,-0.018117727058906796,0.06216676436925983,0.2032727272727275,0.09044847157668956,0.047537757763910005,0.028263639994722256,-0.02750651041666674,-0.027287319422151013,0.06069910471544504,0.05090179222738245,-0.019587594819709953,-0.005986870512626918,0.031387920125922175
2000-09-30,0.009944918724406504,-0.05798392055615709,-0.012093862815884537,0.006049797386182831,-0.04508541392904064,-0.06708975521305538,-0.013145559147331842,-0.05568281073195358,-0.00040742677326222054,-0.02376569037656906,-0.01980198019801971,-0.05348301002299505,0.006449134712259719,0.06994385901360078,-0.007723010757203941,0.004129511041953471
2000-10-31,0.00535397881605304,0.04108639453305396,-0.033436871916681765,0.0033163492632386493,-0.09747622782754684,0.05928085519922255,-0.010896367704391063,0.016125484718703564,0.007061909725464277,-0.003428767358134688,-0.028619528619528767,-0.00494949565265812,-0.04425070576631418,0.03940382880950244,-0.0526991568525631,0.03102276791035896
2000-11-30,0.020573404080778568,-0.10021770326962076,0.01739130434782621,0.021412017267919747,-0.017305654451060137,0.027828746177369856,0.04824860654791263,-0.043255625834494715,0.026622711092931572,-0.07225184930328576,-0.029462738301559765,-0.0800685602350637,-0.029068997362233118,0.09619939680089318,-0.03338426459924804,0.07607596034338227
2000-12-31,0.021993927694298643,0.009539238841981712,0.019881085098476303,-0.004038559544438769,-0.051791685091659434,-0.20499851234751565,-0.019015956781006094,0.013157626222975782,0.03187192902149327,-0.07639532727609866,-0.06249999999999989,0.004053386060306474,0.06129677261265165,0.06374231992605317,-0.004587360598059753,-0.010180235837653484
2001-01-31,0.018770271733616894,0.056169872312838987,-0.036254326835489126,0.017649365224525537,0.022278584577623217,0.07110778443113785,-0.0018374002827553637,0.015496931255779334,-0.019498774620945958,-0.028709094559325354,-0.040000000000000036,0.03463659223801008,-0.2530567235313038,-0.050644626456455955,0.08848855837208269,-0.0011668928086838726
2001-02-28,0.008645833191951002,-0.08724990598690718,0.008317580340264641,0.01661061367915595,-0.08052149694272825,-0.044374563242487786,-0.010574273018730151,-0.05348096566063276,0.02543596117115543,-0.03885903265812318,-0.03373015873015872,-0.09229075921845364,0.12663487053112266,0.12804856454075808,-0.013556720664847699,0.052000978074822735
2001-03-31,0.012438855848353914,-0.06139209507934151,-0.03374578177727783,0.00378348181795074,0.051380922123478,-0.035831809872029274,-0.0528937834946589,-0.05460254532775455,0.0033250096602590595,-0.022795698924731322,0.004106776180698102,-0.06420464411218652,0.08412478874790841,0.07257793124165146,-0.019675417657853078,0.06611399498979886
2001-04-30,-0.01791143508341919,0.06824508479966318,0.021148622429181252,-0.004319332319172697,0.0701548141402435,0.08001516875237003,0.034643632752392906,0.05813974545031142,-0.02781873429901116,0.07570422535211274,0.02249488752556239,0.07681435453707142,-0.07998158926685739,-0.052829177466130806,0.02054668792117753,-0.04544463554661948
2001-05-31,-0.003395580080400973,-0.02995830153711987,0.01653049591487754,0.009230849497484872,-0.030170813219457804,-0.003160112359550604,-0.031316087862247155,-0.020153082564202673,-0.0016791971399119365,0.010842880523731502,0.040000000000000036,0.00509011893137834,0.020783674780056938,0.024962025725093984,0.04250633184503583,0.008399949245019744
2001-06-30,0.016476098200549183,-0.012787817473993934,0.011588785046729111,0.003734810857967341,-0.018681599183178688,-0.07115181401902082,-0.047795859035154264,-0.029560084233891226,0.0052944357625535066,-0.0022262699858328627,-0.04999999999999993,-0.025003505677844373,0.01960736646565464,-0.014880010263792376,0.041628260777443415,0.0016357962552848715
2001-07-31,0.010988597122610244,-0.03327135650658486,-0.01736881005173707,-0.009720462595359747,-0.08712262847295615,0.012514220705347023,-0.005934887763153318,-0.023540092681403668,0.031884297874601675,-0.08600405679513179,-0.020242914979757165,-0.010772447362833004,0.055881056730238354,0.03193335042379042,-0.028838340464622858,-0.0013316248335468739
2001-08-31,0.014770727428072616,-0.11493220582248265,0.026701767581797764,-0.0033730661568524,-0.09195576292919216,-0.0018726591760299671,-0.00586678937075813,-0.02766616718593673,0.021419082642076814,-0.0332889480692411,-0.07644628099173556,-0.06410838569057908,0.061982575017571095,0.0377828199965764,0.01986478677383685,0.013283687229546093
2001-09-30,0.007749100271694953,-0.1695664231616788,0.07362637362637381,-0.0024354192146597287,-0.07684085627151227,-0.12045028142589109,-0.0839736172182366,-0.09640182225310778,0.02367674246933471,-0.13452708907254363,-0.03803131991051456,-0.08172347783129541,0.10215775737694166,-0.007128320443125169,-0.04702792007947043,0.04250670374416532
2001-10-31,0.03183537125696145,0.058256468142174,-0.0489593995223474,0.012021398897241076,0.06829118025090031,-0.0955631399317407,-0.04689059282745711,0.031189916684469132,0.02754484943928226,-0.07002652519893893,-0.0348837209302324,0.01809912368619937,-0.07604097167178192,-0.0539267408785532,0.06911827087000644,0.016361817662189138
2001-11-30,-0.010877584878734914,0.09448777633176397,-0.011659192825112075,-0.004293013242094523,0.011086805210301254,-0.08207547169811313,0.006434639699937517,0.041682245701263776,-0.03315965362633144,0.15658870507701073,0.17349397590361448,0.07517597992036085,-0.08955883014654786,-0.004113470814328335,0.005642731595176365,-0.05757469244288227
2001-12-31,-0.02040018852913239,0.0341050257097788,0.003629764065335772,0.00023550308804831666,-0.024467718935929583,0.025693730729702047,-0.025725441651906378,0.003897935487930493,-0.018247613718946898,0.06855733662145513,0.01848049281314168,0.007573829479134542,-0.004230919534535249,0.007753752368055755,0.05543211802262382,-0.019394301059227237
2002-01-31,-0.005837493639059499,-0.011336418451027397,0.020976491862567892,-0.008685070560219277,-0.05835861971632206,-0.012525050100200441,-0.01590230188016173,-0.0110542815109268,0.00422500006410198,0.00830833141010845,-0.016129032258064502,-0.015573827607832103,0.04800707916589708,0.03831711375765012,0.01891579196369353,-0.017242253663978913
2002-02-28,0.008691637752887837,-0.013417720550701673,0.05154091392136029,-0.003242553629211886,0.04215912983898584,0.10502283105022836,0.034687836937635996,-0.011618589743589758,0.01905347761081222,-0.043717097734035204,-0.016393442622950838,-0.020766236064413413,0.06813387276219074,0.025157699755735896,-0.015027522622243272,-0.016873935703596632
2002-03-31,-0.018454583083919673,0.07056726890988885,0.015327606535286975,0.013920414318801644,0.04665831158958755,0.2033976124885215,0.10988026336749357,0.03664365626266708,-0.03678608953152063,0.15078985160363811,0.10833333333333339,0.03673886133022508,-0.012658832298532818,0.015861719483276415,0.0374590677383857,-0.02422317866890622
2002-04-30,0.012692480495300806,-0.06912559107275396,0.022561380225613936,0.002956213096026339,0.04177125863693476,0.042350247996947754,-0.00348644591822711,-0.01775236637805444,0.028710980624560012,-0.08215474209650575,-0.03759398496240607,-0.06141765223681572,0.0784296695881952,0.06437245980833373,0.046256546699084744,-0.003819154944729841
2002-05-31,0.004225000357086728,-0.053278702732376004,0.059701492537313605,-0.0006529604869269789,0.03638472606880505,-0.07137628111273786,-0.00495691207182114,-0.014490406050955418,0.006580659124631794,-0.012236573759347391,-0.03710937500000011,-0.009081454518441445,0.03392438448417945,0.029034360995149777,-0.032225947979429126,0.033424228515888554
2002-06-30,0.018770271250561965,-0.0926965070384741,-0.024800979791794298,0.007466481387527146,-0.08567722799872479,0.05597162002364997,0.02071648272118698,-0.0858377732332456,0.021424668817583647,-0.06905253498508834,-0.0730223123732251,-0.07245534793935193,0.06882694230333453,0.02632908634900888,0.02731105021721625,0.04125192674452016
2002-07-31,0.022535889406367193,-0.15599874436978955,-0.04348508634222925,0.0011000000934058285,-0.07326433421819223,0.008585293019783613,0.0031374634405740842,-0.09380941656093778,0.03166493161977191,-0.1478560867422375,-0.07658643326039394,-0.07900426340142652,0.03422277610861313,-0.03448575059675718,-0.03231622667025236,0.04734544359694892
2002-08-31,0.010770075748466112,0.0034677734339352284,0.026752010503857004,0.023844073312011105,-0.0328820323563489,0.07216876387860838,0.04551291112995948,-0.002243027111371254,0.033141435432362254,-0.07229612492770388,-0.05924170616113733,0.004881419889866345,0.021024181621991822,0.009991413887656675,-0.020749079843892848,0.018518074886807456
2002-09-30,0.020011278152966883,-0.25418241476022274,0.034846547314578036,-0.008959122124308827,-0.053956315795312126,0.055919917155678345,0.03020794014749062,-0.11958752810086992,0.04445945846846122,-0.19638403990024933,-0.11838790931989929,-0.11002434311788412,0.09175206374980704,0.0047985587730612345,0.029954617044766874,0.046453100009408166
2002-10-31,-0.011589284133139088,0.13861656570386183,-0.021007105344454824,0.017321132510917492,-0.08083674354795223,-0.11147433801896045,-0.008016843026276255,0.07615875659172922,-0.02037117708917824,0.06400310318076019,0.037142857142857144,0.08644882739672255,-0.058632578508036826,-0.06469880662507177,-0.033371530493174095,-0.027353846845429408
2002-11-30,0.009155828702195556,0.053112925473128625,0.006784474597665069,0.013534048157822998,0.06582556226001102,-0.011405445180279528,0.007822534854106111,0.03316655490792786,-0.019249362996351493,0.18884433102442566,0.04132231404958686,0.05706963511560681,-0.15869008346527325,-0.012687095099638057,0.03316033528530271,-0.0285621851458151
2002-12-31,0.019964286244994245,-0.12880880229412828,0.08823068484563534,-0.0037819116052272284,-0.06179607176626889,0.16151842203200584,0.06335262392105823,-0.05456814777833252,0.0346589417523111,-0.16283348666053366,-0.10582010582010581,-0.06033258215761861,0.09916986899710989,0.036357114105685984,0.007969666156642408,0.043532042437794294
